,obj_x,obj_y,start_push_x_1,start_push_y_1,end_push_x_1,end_push_y_1,start_push_x_2,start_push_y_2,end_push_x_2,end_push_y_2
0,0.6000000238418579,0.0,0.6030654284857857,-0.05992173437855126,0.594890208777039,0.09986927219789447,0.6019232435176636,0.08445090795704555,0.5937480238089169,0.24424191453349126
1,0.6000000238418579,0.0,0.5947928973846783,-0.05977362363412068,0.6086785043588694,0.09962270605686781,0.6038632553118771,0.09161997480661152,0.6177488622860682,0.2510163044976
2,0.6000000238418579,0.0,0.6040185484504416,0.05986527598158596,0.593302419249264,-0.09977545996930995,0.5913224102777385,-0.07605621286325402,0.5806062810765609,-0.23569694881414993
3,0.6000000238418579,0.0,0.6031902212634214,-0.05991512737439864,0.5946829645609643,0.09985854562399775,0.5964263297453509,0.07670433999463849,0.5879190730428938,0.2364780129930349
4,0.6000000238418579,0.0,0.6281884395266316,-0.05296613896682891,0.5530192674556139,0.08827689827804819,0.5932136256824267,0.08022331105075853,0.518044453611409,0.22146634829563563
5,0.6000000238418579,0.0,0.582778019428024,-0.05747524149734806,0.6287033009532933,0.09579206916224678,0.6095757852836571,0.08645617528330943,0.6555010668089264,0.23972348594290427
6,0.6000000238418579,0.0,0.5760063052789691,0.054993659758502844,0.6399894912017181,-0.09165609959750476,0.6064290080042741,-0.07009340372915551,0.6704121939270231,-0.21674316308516312
7,0.6000000238418579,0.0,0.5742435529477281,-0.05419045520424711,0.6429274117537865,0.09031742534041186,0.5871510562257787,0.052109636393382654,0.6558349150318371,0.19661751693804164
8,0.6000000238418579,0.0,0.622869803230502,-0.05547046151059244,0.5618836612824966,0.09245076918432074,0.5881597501673956,0.08417258818858127,0.5271736082193902,0.23209381888349445
9,0.6000000238418579,0.0,0.5705662582189733,-0.05228436520383362,0.649056236301711,0.08714060867305605,0.6074287719523619,0.07853711782279121,0.6859187500350996,0.2179620916996809
